   1    1        0.000000000      12.749904740       4.082453123
   1    2        0.000000000      17.252096277       0.667076393
   1    3        0.000000000      13.741923352       5.003356982
   1    4        0.000000000       8.455397424       2.705622651
   1    5        0.000000000      11.988865261       0.439120340
   1    6        0.000000000       9.454749635       3.588209020
   1    7        0.000000000       5.666095129       1.772302475
   1    8        0.000000000       8.569487312       0.294370848
   1    9        0.000000000       6.665790529       2.634707097
   1   10        0.000000000       3.342376317       0.974808546
   1   11        0.000000000       5.641011762       0.177448796
   1   12        0.000000000       4.338724763       1.800656722
   1   13        0.000000000       2.117511188       0.381310870
   1   14        0.000000000       3.167716594       0.090791697
   1   15        0.000000000       2.501854472       1.091473714
   1   16        0.000000000       1.347665837       0.093334644
   1   17        0.000000000       1.651602125       0.039766230
   1   18        0.000000000       1.320007861       0.568849540
   1   19        0.000000000       0.801284041       0.005368914
   1   20        0.000000000       0.505590371       0.008074615
   1   21        0.000000000       0.508525399       0.134220851
   1   22        0.000000000       0.353529083       0.000557289
   1   23        0.000000000       0.066100941       0.000565281
   1   24        0.000000000       0.147881633       0.008707100
   1   25        0.000000000       9.700066187       1.157472705
   1   26        0.000000000       9.877456785       0.209749391
   1   27        0.000000000      24.104882660       3.612478929
   1   28        0.000000000      24.467268901       0.206132018
   1   29        0.000000000       9.602859376       0.330325440
   1   30        0.000000000      14.878245208       2.782235828
   1   31        0.000000000      26.434974972       3.284607557
   1   32        0.000000000      26.216543929       0.558751918
   1   33        0.000000000      70.316866706      11.841467211
   1   34        0.000000000      55.858286344       0.751285943
   1   35        0.000000000      22.965632485       0.607657891
   1   36        0.000000000      32.332629475       5.034068955
   1   37        0.000000000       3.999353064       0.398821934
   1   38        0.000000000       4.436718223       0.089863251
   1   39        0.000000000      10.823686044       1.535036634
   1   40        0.000000000      11.842287766       0.073509510
   1   41        0.000000000       4.547170357       0.169630840
   1   42        0.000000000       7.177039633       1.394529399
   1   43        0.000000000      20.734261848       2.525956786
   1   44        0.000000000      21.027736035       0.438865777
   1   45        0.000000000      57.035670090       9.764024915
   1   46        0.000000000      43.377174805       0.618663435
   1   47        0.000000000      18.059551948       0.446963291
   1   48        0.000000000      24.631423899       3.646362526
   1   49        0.000000000       6.770601529       0.786181368
   1   50        0.000000000       7.342750917       0.142920161
   1   51        0.000000000      17.318724112       2.557689837
   1   52        0.000000000      18.180611049       0.149526646
   1   53        0.000000000       7.134083274       0.240379150
   1   54        0.000000000      11.020543134       2.097377022
   1   55        0.000000000      18.517458903       2.239681924
   1   56        0.000000000      19.427833303       0.389010762
   1   57        0.000000000      51.369153708       8.682936247
   1   58        0.000000000      41.043066699       0.534068754
   1   59        0.000000000      17.334309688       0.434361874
   1   60        0.000000000      23.323395776       3.594020957
   1   61        0.000000000       2.756135630       0.265671362
   1   62        0.000000000       3.262553494       0.060695549
   1   63        0.000000000       7.734512080       1.071005397
   1   64        0.000000000       8.740119648       0.053597873
   1   65        0.000000000       3.356335128       0.124150999
   1   66        0.000000000       5.343878066       1.069246962
   1   67        0.000000000      14.502993004       1.719171919
   1   68        0.000000000      15.571887133       0.306786151
   1   69        0.000000000      41.784941676       7.196251807
   1   70        0.000000000      31.847302203       0.438139980
   1   71        0.000000000      13.634832633       0.318133723
   1   72        0.000000000      17.646730708       2.565890897
   1   73        0.000000000      10.323127253       1.179129139
   1   74        0.000000000      11.968632344       0.214791045
   1   75        0.000000000      31.072452946       5.242549410
   1   76        0.000000000      25.629103759       0.306445325
   1   77        0.000000000      11.003040668       0.252411149
   1   78        0.000000000      13.769938551       2.068402512
   1   79        0.000000000       8.060129789       0.902441775
   1   80        0.000000000       9.574699895       0.170553705
   1   81        0.000000000      25.387335916       4.381487906
   1   82        0.000000000      19.712583512       0.249436360
