     -6.4187857056 a         1     0     1     1     1
      2.6042321959 a         2     0     1     1     2
    -12.9529140075 a         3     0     1     1     3
      8.2915914537 a         4     0     1     1     4
     -3.3467829842 a         5     0     1     1     5
      5.3781788947 a         6     0     1     1     6
      7.3639371587 a         7     0     1     1     7
     -8.1046583483 a         8     0     1     1     8
     -9.0705718056 a         9     0     1     1     9
     13.6779403457 a        10     0     1     1    10
      8.5255640095 a        11     0     2     1     1
     -6.6660263907 a        12     0     2     1     2
    -20.4656764013 a        13     0     2     1     3
     40.0907267613 a        14     0     2     1     4
     26.1214738757 a        15     0     2     1     5
    -19.5486412084 a        16     0     2     1     6
      5.7738075672 a        17     0     2     1     7
      6.3712157104 a        18     0     2     1     8
     -1.5278184100 a        19     0     2     1     9
      9.9237563918 a        20     0     2     1    10
     -0.6146061283 a        21     0     3     1     1
     -2.1332457679 a        22     0     3     1     2
     -3.8942288724 a        23     0     3     1     3
      8.2325735869 a        24     0     3     1     4
     -8.7854262009 a        25     0     3     1     5
      4.5342465215 a        26     0     3     1     6
     -8.7834567233 a        27     0     3     1     7
     -4.4532725322 a        28     0     3     1     8
      3.9707940510 a        29     0     3     1     9
     -0.5047720200 a        30     0     3     1    10
      5.1857973298 a        31     0     4     1     1
     -3.0584819713 a        32     0     4     1     2
      8.3330226553 a        33     0     4     1     3
     -2.9068792624 a        34     0     4     1     4
     -6.1849725144 a        35     0     4     1     5
     14.2493528065 a        36     0     4     1     6
      9.3690433083 a        37     0     4     1     7
     -7.8621924665 a        38     0     4     1     8
    -10.4445564063 a        39     0     4     1     9
     -4.3881410765 a        40     0     4     1    10
    -15.1625430325 a        41     0     5     1     1
     26.2229931195 a        42     0     5     1     2
      6.0056875889 a        43     0     5     1     3
    -27.7114364253 a        44     0     5     1     4
     -9.2277818816 a        45     0     5     1     5
     44.1959872977 a        46     0     5     1     6
    -12.8689981842 a        47     0     5     1     7
    -25.0949503440 a        48     0     5     1     8
     -7.9814519061 a        49     0     5     1     9
    -27.9666783409 a        50     0     5     1    10
     -2.4723250986 a        51     0     6     1     1
     -1.9884552586 a        52     0     6     1     2
      3.0631236462 a        53     0     6     1     3
     -2.4627084291 a        54     0     6     1     4
     -0.2533034297 a        55     0     6     1     5
      6.2972969562 a        56     0     6     1     6
     -2.8499458835 a        57     0     6     1     7
    -11.6053790570 a        58     0     6     1     8
     -3.2376963695 a        59     0     6     1     9
     -3.5600585864 a        60     0     6     1    10
     -3.2185228719 a        61     0     7     1     1
     -1.1734946387 a        62     0     7     1     2
      1.5155102960 a        63     0     7     1     3
    -15.5200021074 a        64     0     7     1     4
     -0.7432757665 a        65     0     7     1     5
     12.0582075935 a        66     0     7     1     6
      2.9170392922 a        67     0     7     1     7
    -11.0543276986 a        68     0     7     1     8
     -5.8962797032 a        69     0     7     1     9
     -7.4638307832 a        70     0     7     1    10
      4.7514750279 a        71     0     8     1     1
     18.5558458442 a        72     0     8     1     2
     29.7677086789 a        73     0     8     1     3
    -39.8738033224 a        74     0     8     1     4
     -6.4116490926 a        75     0     8     1     5
     49.0595166605 a        76     0     8     1     6
      5.2673814152 a        77     0     8     1     7
    -34.1443732684 a        78     0     8     1     8
    -31.7609205795 a        79     0     8     1     9
    -25.8947283675 a        80     0     8     1    10
     -4.2021735036 a        81     0     9     1     1
     -1.3581693816 a        82     0     9     1     2
      4.2279129232 a        83     0     9     1     3
    -10.9555342605 a        84     0     9     1     4
      5.4403635939 a        85     0     9     1     5
      6.7705331554 a        86     0     9     1     6
     -0.4654483496 a        87     0     9     1     7
    -11.5219039835 a        88     0     9     1     8
     -7.9963268430 a        89     0     9     1     9
     -0.8452945029 a        90     0     9     1    10
     -9.9898224676 a        91     0    10     1     1
     -0.1940770138 a        92     0    10     1     2
     -7.5093177878 a        93     0    10     1     3
    -15.0278999159 a        94     0    10     1     4
      4.8350606957 a        95     0    10     1     5
      5.3751274341 a        96     0    10     1     6
     -1.0985755125 a        97     0    10     1     7
     -9.5874783901 a        98     0    10     1     8
     -2.2103891315 a        99     0    10     1     9
     -3.7901493605 a       100     0    10     1    10
     24.0608455656 a       101     0    11     1     1
     -0.2435440765 a       102     0    11     1     2
     28.9920330542 a       103     0    11     1     3
    -27.1118245020 a       104     0    11     1     4
     18.4838154829 a       105     0    11     1     5
     18.7796790789 a       106     0    11     1     6
     22.0964161866 a       107     0    11     1     7
    -28.5134859977 a       108     0    11     1     8
    -43.1409614072 a       109     0    11     1     9
     -0.9744573491 a       110     0    11     1    10
     -2.1094872318 a       111     0    12     1     1
     -0.9933966200 a       112     0    12     1     2
      9.5045632490 a       113     0    12     1     3
     -8.2958095197 a       114     0    12     1     4
      5.8246069289 a       115     0    12     1     5
      7.4765671972 a       116     0    12     1     6
      5.8525421286 a       117     0    12     1     7
     -7.5138808877 a       118     0    12     1     8
    -12.8992759049 a       119     0    12     1     9
      1.6709890166 a       120     0    12     1    10
      9.8820062516 a       121     0    13     1     1
    -10.3022632136 a       122     0    13     1     2
      2.4045009858 a       123     0    13     1     3
      5.9203587188 a       124     0    13     1     4
      3.3682484297 a       125     0    13     1     5
     -5.5994560183 a       126     0    13     1     6
      5.3545353196 a       127     0    13     1     7
     -1.4994649442 a       128     0    13     1     8
     -1.7652031748 a       129     0    13     1     9
     -8.5107819461 a       130     0    13     1    10
      8.1782367194 a       131     0    14     1     1
     -9.8015775139 a       132     0    14     1     2
     -5.8272313623 a       133     0    14     1     3
      5.6118580094 a       134     0    14     1     4
     25.7626222008 a       135     0    14     1     5
    -11.9933263289 a       136     0    14     1     6
      7.6289722334 a       137     0    14     1     7
     -5.3156265555 a       138     0    14     1     8
    -17.0646093437 a       139     0    14     1     9
     22.5076240324 a       140     0    14     1    10
      4.6157920850 a       141     0    15     1     1
     -3.1626742464 a       142     0    15     1     2
     12.4109537734 a       143     0    15     1     3
      6.4429588857 a       144     0    15     1     4
     -1.5008623527 a       145     0    15     1     5
      5.1637503131 a       146     0    15     1     6
      9.9025386415 a       147     0    15     1     7
      2.6188655380 a       148     0    15     1     8
    -12.4212675735 a       149     0    15     1     9
      3.2690788658 a       150     0    15     1    10
      7.2980837668 a       151     0    16     1     1
     -0.5219957452 a       152     0    16     1     2
      3.4326323825 a       153     0    16     1     3
      2.1920838736 a       154     0    16     1     4
      2.3365579164 a       155     0    16     1     5
    -10.8867748128 a       156     0    16     1     6
      3.2660499964 a       157     0    16     1     7
      9.1231590899 a       158     0    16     1     8
      1.1453706943 a       159     0    16     1     9
     -4.1293541376 a       160     0    16     1    10
     -9.2472469753 a       161     0    17     1     1
     -1.7242285135 a       162     0    17     1     2
     -9.4281917072 a       163     0    17     1     3
     33.4859494909 a       164     0    17     1     4
    -24.3859454077 a       165     0    17     1     5
      4.3634953231 a       166     0    17     1     6
     -9.5102594418 a       167     0    17     1     7
     30.5357708049 a       168     0    17     1     8
     19.4413845913 a       169     0    17     1     9
      6.2783133297 a       170     0    17     1    10
     -3.7150392678 a       171     0    18     1     1
      1.9556622224 a       172     0    18     1     2
     -2.7752257044 a       173     0    18     1     3
      5.4929325542 a       174     0    18     1     4
     -4.0789381624 a       175     0    18     1     5
      0.3765703487 a       176     0    18     1     6
     -1.9561847687 a       177     0    18     1     7
      5.9928894949 a       178     0    18     1     8
      3.2133196371 a       179     0    18     1     9
      9.9951030124 a       180     0    18     1    10
      1.1212616078 a       181     0    19     1     1
     10.2575241786 a       182     0    19     1     2
      6.9718514331 a       183     0    19     1     3
     -0.5258809208 a       184     0    19     1     4
     -3.5857415525 a       185     0    19     1     5
     -8.7625017695 a       186     0    19     1     6
     -1.0423442330 a       187     0    19     1     7
     13.5460154592 a       188     0    19     1     8
      2.2241834805 a       189     0    19     1     9
     -4.2211735905 a       190     0    19     1    10
     -1.3434327835 a       191     0    20     1     1
    -11.2761868556 a       192     0    20     1     2
    -12.6923815451 a       193     0    20     1     3
    -10.6286554739 a       194     0    20     1     4
    -13.3266342574 a       195     0    20     1     5
     13.0352502821 a       196     0    20     1     6
      6.9911349526 a       197     0    20     1     7
    -10.0074608559 a       198     0    20     1     8
     17.5221902606 a       199     0    20     1     9
      3.5229958233 a       200     0    20     1    10
      1.7936391620 a       201     0    21     1     1
     -4.7787347430 a       202     0    21     1     2
     -6.0011432074 a       203     0    21     1     3
     -7.6194351707 a       204     0    21     1     4
     -0.1763333088 a       205     0    21     1     5
      2.6740335045 a       206     0    21     1     6
     -9.9113867483 a       207     0    21     1     7
     -4.2107213350 a       208     0    21     1     8
     18.1104116259 a       209     0    21     1     9
     -1.5913387980 a       210     0    21     1    10
      1.0245046106 a       211     0    22     1     1
     -3.3366748609 a       212     0    22     1     2
     -9.8794238907 a       213     0    22     1     3
     -2.4362471316 a       214     0    22     1     4
     -2.2830850018 a       215     0    22     1     5
      3.6462239937 a       216     0    22     1     6
     -4.5532627297 a       217     0    22     1     7
     -9.8943765098 a       218     0    22     1     8
     -4.4346343299 a       219     0    22     1     9
     -1.8608239021 a       220     0    22     1    10
     -1.5700448965 a       221     0    23     1     1
     -4.1598362569 a       222     0    23     1     2
    -11.2367726528 a       223     0    23     1     3
     -0.2266078769 a       224     0    23     1     4
      1.0278966963 a       225     0    23     1     5
      9.0249669687 a       226     0    23     1     6
      3.8052806338 a       227     0    23     1     7
     -7.8017239844 a       228     0    23     1     8
      5.7012503595 a       229     0    23     1     9
      5.3044806131 a       230     0    23     1    10
     -1.9875282521 a       231     0    24     1     1
