      4.0326043915 a         1     0     1     1     1
     -0.5057303033 a         2     0     1     1     2
    -10.7384388508 a         3     0     1     1     3
     -3.3462912651 a         4     0     1     1     4
    -11.5487881049 a         5     0     1     1     5
     -1.7214420032 a         6     0     1     1     6
    -13.3390387928 a         7     0     1     1     7
     -7.1836900504 a         8     0     1     1     8
     -3.6889942216 a         9     0     1     1     9
    -10.9053513100 a        10     0     1     1    10
     -1.7537122512 a        11     0     2     1     1
      9.0412033445 a        12     0     2     1     2
     -9.3313970116 a        13     0     2     1     3
     -7.5822966937 a        14     0     2     1     4
      0.4638816014 a        15     0     2     1     5
     12.0837767421 a        16     0     2     1     6
      5.9259278518 a        17     0     2     1     7
      1.3939376697 a        18     0     2     1     8
     -4.4575996220 a        19     0     2     1     9
    -12.7487020499 a        20     0     2     1    10
      5.1576095156 a        21     0     3     1     1
     31.9699453130 a        22     0     3     1     2
     -4.2504155051 a        23     0     3     1     3
     -4.4262808837 a        24     0     3     1     4
     15.4322238048 a        25     0     3     1     5
     17.5966953824 a        26     0     3     1     6
     -1.7244283860 a        27     0     3     1     7
      1.2020512535 a        28     0     3     1     8
     -3.3738349404 a        29     0     3     1     9
     -4.6753675162 a        30     0     3     1    10
     -0.6811535488 a        31     0     4     1     1
    -12.2741795135 a        32     0     4     1     2
      2.4026877620 a        33     0     4     1     3
     10.7000730945 a        34     0     4     1     4
     -4.2921855779 a        35     0     4     1     5
    -11.0459576834 a        36     0     4     1     6
     -4.2365085852 a        37     0     4     1     7
      0.0946510976 a        38     0     4     1     8
      2.2479351323 a        39     0     4     1     9
      3.6531147802 a        40     0     4     1    10
      1.2999282082 a        41     0     5     1     1
     -2.9898492412 a        42     0     5     1     2
     -2.0447387871 a        43     0     5     1     3
     -1.4317185818 a        44     0     5     1     4
      3.8166434779 a        45     0     5     1     5
      3.0999411968 a        46     0     5     1     6
     -0.0381992266 a        47     0     5     1     7
     -6.9453206369 a        48     0     5     1     8
     -2.9839796406 a        49     0     5     1     9
      2.1018510352 a        50     0     5     1    10
      3.5753954930 a        51     0     6     1     1
      1.1647358772 a        52     0     6     1     2
      1.6823791333 a        53     0     6     1     3
      2.8425150975 a        54     0     6     1     4
     -3.0518775488 a        55     0     6     1     5
      0.1253658784 a        56     0     6     1     6
     -4.8773662457 a        57     0     6     1     7
      3.1142185340 a        58     0     6     1     8
      0.3049387115 a        59     0     6     1     9
     -6.8659021924 a        60     0     6     1    10
     -2.8045279965 a        61     0     7     1     1
    -12.7378103283 a        62     0     7     1     2
      1.3515901779 a        63     0     7     1     3
      6.6644362633 a        64     0     7     1     4
      2.6106486909 a        65     0     7     1     5
     -7.4036245300 a        66     0     7     1     6
      2.3059160933 a        67     0     7     1     7
     -2.4203070517 a        68     0     7     1     8
     -0.5578799941 a        69     0     7     1     9
      6.2478182388 a        70     0     7     1    10
     -3.1323471835 a        71     0     8     1     1
     -9.9384900684 a        72     0     8     1     2
      1.1753225180 a        73     0     8     1     3
      2.4694193455 a        74     0     8     1     4
      2.8859122797 a        75     0     8     1     5
     -0.2834759403 a        76     0     8     1     6
     -0.5391209401 a        77     0     8     1     7
     -0.4230167217 a        78     0     8     1     8
     -0.0399946305 a        79     0     8     1     9
      5.3801031056 a        80     0     8     1    10
      9.1773196121 a        81     0     9     1     1
    -17.2993056380 a        82     0     9     1     2
      1.8117393769 a        83     0     9     1     3
     -3.3685307090 a        84     0     9     1     4
    -11.1432452452 a        85     0     9     1     5
    -10.4582435320 a        86     0     9     1     6
    -12.2689761700 a        87     0     9     1     7
    -13.3501790431 a        88     0     9     1     8
     -1.8121644821 a        89     0     9     1     9
      1.4203862088 a        90     0     9     1    10
    -11.2876285852 a        91     0    10     1     1
      3.4625269933 a        92     0    10     1     2
      2.1796092033 a        93     0    10     1     3
      6.2982371368 a        94     0    10     1     4
      9.1350326336 a        95     0    10     1     5
      3.1345772080 a        96     0    10     1     6
     14.2499294934 a        97     0    10     1     7
     17.6671310158 a        98     0    10     1     8
      0.0092326994 a        99     0    10     1     9
     -0.5560594904 a       100     0    10     1    10
     -5.0470373734 a       101     0    11     1     1
    -14.8999231361 a       102     0    11     1     2
      0.1000978302 a       103     0    11     1     3
      4.3667891709 a       104     0    11     1     4
     -2.0595697725 a       105     0    11     1     5
     -3.9613875107 a       106     0    11     1     6
      0.0927630234 a       107     0    11     1     7
      5.9323886828 a       108     0    11     1     8
      0.9591453669 a       109     0    11     1     9
     -0.3136010965 a       110     0    11     1    10
      2.6598078203 a       111     0    12     1     1
    -18.4477233330 a       112     0    12     1     2
      9.6315698386 a       113     0    12     1     3
      4.3171596405 a       114     0    12     1     4
    -16.1542129108 a       115     0    12     1     5
    -12.7360602500 a       116     0    12     1     6
     -7.7816605872 a       117     0    12     1     7
     -1.6756986552 a       118     0    12     1     8
      3.4942406264 a       119     0    12     1     9
     -0.6210407983 a       120     0    12     1    10
     -3.0949729135 a       121     0    13     1     1
      5.1908520817 a       122     0    13     1     2
     -1.6126385468 a       123     0    13     1     3
    -12.8128232417 a       124     0    13     1     4
     15.2467241131 a       125     0    13     1     5
     14.9031427889 a       126     0    13     1     6
     12.6689054153 a       127     0    13     1     7
     -2.5016645336 a       128     0    13     1     8
     -9.7475699505 a       129     0    13     1     9
      5.0980905804 a       130     0    13     1    10
     -5.7269785435 a       131     0    14     1     1
    -21.0836570782 a       132     0    14     1     2
     -4.8779461974 a       133     0    14     1     3
     -0.7984808835 a       134     0    14     1     4
     -8.7800605981 a       135     0    14     1     5
     -6.3393880946 a       136     0    14     1     6
     -2.4844061040 a       137     0    14     1     7
      1.6897419256 a       138     0    14     1     8
     -2.2936489022 a       139     0    14     1     9
     -2.6364087177 a       140     0    14     1    10
     -9.8014344960 a       141     0    15     1     1
     -3.6686301957 a       142     0    15     1     2
     13.2243484953 a       143     0    15     1     3
      7.8712257086 a       144     0    15     1     4
    -15.2061088865 a       145     0    15     1     5
     -6.1438533388 a       146     0    15     1     6
      4.6220765333 a       147     0    15     1     7
     17.8370451135 a       148     0    15     1     8
      8.6142638179 a       149     0    15     1     9
     -5.0751282868 a       150     0    15     1    10
     -0.0311482739 a       151     0    16     1     1
      4.7911414253 a       152     0    16     1     2
     -2.1304823425 a       153     0    16     1     3
    -24.0617202921 a       154     0    16     1     4
      5.7325469847 a       155     0    16     1     5
     15.5492430002 a       156     0    16     1     6
      0.5622638432 a       157     0    16     1     7
     -3.2754624702 a       158     0    16     1     8
     -4.9211356804 a       159     0    16     1     9
     -4.3803006882 a       160     0    16     1    10
     -5.3021548643 a       161     0    17     1     1
    -14.7715914200 a       162     0    17     1     2
     -1.7629488879 a       163     0    17     1     3
      0.3280752364 a       164     0    17     1     4
     -5.0841557276 a       165     0    17     1     5
